Jahr;Todesursache;Geschlecht;Anzahl
2001;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1252
2001;Boesartiges Melanom der Haut;maennlich;1171
2001;Boesartiges Melanom der Haut;weiblich;1046
2001;BN der Brustdruese;maennlich;233
2001;BN der Brustdruese;weiblich;17504
2001;BN der Genital- und Harnorgane;maennlich;19107
2001;BN der Genital- und Harnorgane;weiblich;15900
2001;BN der Cervix uteri;maennlich;NA
2001;BN der Cervix uteri;weiblich;1821
2001;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
2001;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2641
2001;BN des Ovars;maennlich;NA
2001;BN des Ovars;weiblich;5821
2001;BN der Prostata;maennlich;11150
2001;BN der Prostata;weiblich;NA
2001;BN der Niere, ausgenommen Nierenbecken;maennlich;3078
2001;BN der Niere, ausgenommen Nierenbecken;weiblich;2122
2001;BN der Harnblase;maennlich;3641
2001;BN der Harnblase;weiblich;1941
2001;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;8074
2001;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;7977
2001;Leukaemie;maennlich;3485
2001;Leukaemie;weiblich;3208
2001;Gutartige Neubildungen;maennlich;164
2001;Gutartige Neubildungen;weiblich;252
2001;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;734
2001;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1167
2001;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;8949
2001;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;15414
2001;Diabetes mellitus;maennlich;7978
2001;Diabetes mellitus;weiblich;13900
2001;Psychische und Verhaltensstoerungen;maennlich;4976
2001;Psychische und Verhaltensstoerungen;weiblich;2850
2001;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;3675
2001;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;958
2001;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;610
2001;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;134
2001;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;7615
2001;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;9032
2001;Meningitis;maennlich;86
2001;Meningitis;weiblich;98
2001;Krankheiten des Kreislaufsystems;maennlich;160315
2001;Krankheiten des Kreislaufsystems;weiblich;231412
2001;Hypertonie (Hochdruckkrankheit);maennlich;6334
2001;Hypertonie (Hochdruckkrankheit);weiblich;14471
2001;Ischaemische Herzkrankheiten;maennlich;77872
2001;Ischaemische Herzkrankheiten;weiblich;87197
2001;Akuter oder rezidivierender Myokardinfarkt;maennlich;39244
2001;Akuter oder rezidivierender Myokardinfarkt;weiblich;31781
2001;Sonstige Formen der Herzkrankheit;maennlich;30064
2001;Sonstige Formen der Herzkrankheit;weiblich;52601
2001;Sonstige Krankheiten des Endokards;maennlich;2228
2001;Sonstige Krankheiten des Endokards;weiblich;3926
2001;Zerebrovaskulaere Krankheiten;maennlich;28650
2001;Zerebrovaskulaere Krankheiten;weiblich;50041
2001;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;14163
2001;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;26508
2001;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;9004
2001;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;13672
2001;Krankheiten des Atmungssystems;maennlich;25432
2001;Krankheiten des Atmungssystems;weiblich;23103
2001;Grippe;maennlich;31
2001;Grippe;weiblich;41
2001;Pneumonie;maennlich;7683
2001;Pneumonie;weiblich;9857
2001;Chronische Krankheiten der unteren Atemwege;maennlich;14081
2001;Chronische Krankheiten der unteren Atemwege;weiblich;9712
2001;Asthma;maennlich;1404
2001;Asthma;weiblich;1482
2001;COVID-19, Virus nachgewiesen;maennlich;NA
2001;COVID-19, Virus nachgewiesen;weiblich;NA
2001;COVID-19, Virus nicht nachgewiesen;maennlich;NA
2001;COVID-19, Virus nicht nachgewiesen;weiblich;NA
2001;Krankheiten des Verdauungssystems;maennlich;20736
2001;Krankheiten des Verdauungssystems;weiblich;20182
2001;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1390
2001;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;1922
2001;Krankheiten der Leber;maennlich;11906
2001;Krankheiten der Leber;weiblich;6234
2001;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;11340
2001;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;5719
2001;Krankheiten der Haut und der Unterhaut;maennlich;94
2001;Krankheiten der Haut und der Unterhaut;weiblich;312
2001;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;577
2001;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;1331
2001;Chronische Polyarthritis und Arthrose;maennlich;137
2001;Chronische Polyarthritis und Arthrose;weiblich;482
2001;Krankheiten des Urogenitalsystems;maennlich;4692
2001;Krankheiten des Urogenitalsystems;weiblich;6529
2001;Krankheiten der Niere;maennlich;3759
2001;Krankheiten der Niere;weiblich;5149
2001;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
2001;Schwangerschaft, Geburt und Wochenbett;weiblich;27
2001;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;856
2001;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;628
2001;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;861
2001;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;751
2001;Angeborene Fehlbildungen des Nervensystems;maennlich;74
2001;Angeborene Fehlbildungen des Nervensystems;weiblich;72
2001;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;334
2001;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;282
2001;Symptome und abnorme klinische und Laborbefunde;maennlich;10800
2001;Symptome und abnorme klinische und Laborbefunde;weiblich;11532
2001;Ploetzlicher Kindstod;maennlich;272
2001;Ploetzlicher Kindstod;weiblich;157
2001;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;9035
2001;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;6847
2001;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;21519
2001;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;12682
2001;Unfaelle einschliesslich Spaetfolgen;maennlich;11588
2001;Unfaelle einschliesslich Spaetfolgen;weiblich;8426
2001;Transportmittelunfaelle;maennlich;5198
2001;Transportmittelunfaelle;weiblich;1983
2001;Stuerze;maennlich;3059
2001;Stuerze;weiblich;4040
2001;Ertrinken und Untergehen;maennlich;320
2001;Ertrinken und Untergehen;weiblich;135
2001;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;274
2001;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;204
2001;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;764
2001;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;276
2001;Vorsaetzliche Selbstbeschaedigung;maennlich;8188
2001;Vorsaetzliche Selbstbeschaedigung;weiblich;2968
2001;Taetlicher Angriff;maennlich;325
2001;Taetlicher Angriff;weiblich;239
2001;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1362
2001;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;1027
2001;Insgesamt;maennlich;383887
2001;Insgesamt;weiblich;444654
2002;Bestimmte infektioese und parasitaere Krankheiten;maennlich;5041
2002;Bestimmte infektioese und parasitaere Krankheiten;weiblich;5425
2002;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;327
2002;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;180
2002;Meningokokkeninfektion;maennlich;37
2002;Meningokokkeninfektion;weiblich;41
2002;Virushepatitis;maennlich;628
2002;Virushepatitis;weiblich;599
2002;HIV-Krankheit;maennlich;400
2002;HIV-Krankheit;weiblich;118
2002;Neubildungen;maennlich;112245
2002;Neubildungen;weiblich;103196
2002;Boesartige Neubildungen (BN);maennlich;109869
2002;Boesartige Neubildungen (BN);weiblich;100174
2002;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;3713
2002;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;986
2002;BN des Oesophagus;maennlich;3476
2002;BN des Oesophagus;weiblich;1047
2002;BN des Magens;maennlich;6612
2002;BN des Magens;weiblich;5776
2002;BN des Dickdarms;maennlich;9410
2002;BN des Dickdarms;weiblich;10953
2002;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4604
2002;BN des Rektums, des Anus und am Rektosigmoid;weiblich;3901
2002;BN der Leber, der Gallenwege und des Pankreas;maennlich;11103
2002;BN der Leber, der Gallenwege und des Pankreas;weiblich;11642
2002;BN der Leber und der intrahepatischen Gallengaenge;maennlich;3604
2002;BN der Leber und der intrahepatischen Gallengaenge;weiblich;2101
2002;BN des Pankreas;maennlich;6103
2002;BN des Pankreas;weiblich;6716
2002;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;30124
2002;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;10591
2002;BN der Bronchien und der Lunge;maennlich;28724
2002;BN der Bronchien und der Lunge;weiblich;10381
2002;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1375
2002;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1302
2002;Boesartiges Melanom der Haut;maennlich;1137
2002;Boesartiges Melanom der Haut;weiblich;1073
2002;BN der Brustdruese;maennlich;230
2002;BN der Brustdruese;weiblich;17780
2002;BN der Genital- und Harnorgane;maennlich;19013
2002;BN der Genital- und Harnorgane;weiblich;15992
2002;BN der Cervix uteri;maennlich;NA
2002;BN der Cervix uteri;weiblich;1763
2002;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
2002;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2678
2002;BN des Ovars;maennlich;NA
2002;BN des Ovars;weiblich;5910
2002;BN der Prostata;maennlich;11422
2002;BN der Prostata;weiblich;NA
2002;BN der Niere, ausgenommen Nierenbecken;maennlich;2912
2002;BN der Niere, ausgenommen Nierenbecken;weiblich;2094
2002;BN der Harnblase;maennlich;3432
2002;BN der Harnblase;weiblich;2019
2002;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;8178
2002;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;8152
2002;Leukaemie;maennlich;3508
2002;Leukaemie;weiblich;3369
2002;Gutartige Neubildungen;maennlich;163
2002;Gutartige Neubildungen;weiblich;227
2002;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;720
2002;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1152
2002;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;9694
2002;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;16661
2002;Diabetes mellitus;maennlich;8629
2002;Diabetes mellitus;weiblich;14978
2002;Psychische und Verhaltensstoerungen;maennlich;5106
2002;Psychische und Verhaltensstoerungen;weiblich;2816
2002;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;3788
2002;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;990
2002;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;548
2002;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;115
2002;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;8023
2002;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;9733
2002;Meningitis;maennlich;81
2002;Meningitis;weiblich;105
2002;Krankheiten des Kreislaufsystems;maennlich;160629
2002;Krankheiten des Kreislaufsystems;weiblich;233149
2002;Hypertonie (Hochdruckkrankheit);maennlich;6992
2002;Hypertonie (Hochdruckkrankheit);weiblich;16269
2002;Ischaemische Herzkrankheiten;maennlich;77395
2002;Ischaemische Herzkrankheiten;weiblich;87406
2002;Akuter oder rezidivierender Myokardinfarkt;maennlich;38110
2002;Akuter oder rezidivierender Myokardinfarkt;weiblich;31164
2002;Sonstige Formen der Herzkrankheit;maennlich;30763
2002;Sonstige Formen der Herzkrankheit;weiblich;53731
2002;Sonstige Krankheiten des Endokards;maennlich;2336
2002;Sonstige Krankheiten des Endokards;weiblich;3988
2002;Zerebrovaskulaere Krankheiten;maennlich;28331
2002;Zerebrovaskulaere Krankheiten;weiblich;49188
2002;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;13687
2002;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;25746
2002;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;8921
2002;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;13615
2002;Krankheiten des Atmungssystems;maennlich;27562
2002;Krankheiten des Atmungssystems;weiblich;26084
2002;Grippe;maennlich;32
2002;Grippe;weiblich;70
2002;Pneumonie;maennlich;8223
2002;Pneumonie;weiblich;10980
2002;Chronische Krankheiten der unteren Atemwege;maennlich;14990
2002;Chronische Krankheiten der unteren Atemwege;weiblich;10519
2002;Asthma;maennlich;1318
2002;Asthma;weiblich;1383
2002;COVID-19, Virus nachgewiesen;maennlich;NA
2002;COVID-19, Virus nachgewiesen;weiblich;NA
2002;COVID-19, Virus nicht nachgewiesen;maennlich;NA
2002;COVID-19, Virus nicht nachgewiesen;weiblich;NA
2002;Krankheiten des Verdauungssystems;maennlich;21177
2002;Krankheiten des Verdauungssystems;weiblich;20672
2002;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1476
2002;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;2005
2002;Krankheiten der Leber;maennlich;12180
2002;Krankheiten der Leber;weiblich;6161
2002;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;11634
2002;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;5677
2002;Krankheiten der Haut und der Unterhaut;maennlich;125
2002;Krankheiten der Haut und der Unterhaut;weiblich;328
2002;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;588
2002;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;1338
2002;Chronische Polyarthritis und Arthrose;maennlich;114
2002;Chronische Polyarthritis und Arthrose;weiblich;443
2002;Krankheiten des Urogenitalsystems;maennlich;5148
2002;Krankheiten des Urogenitalsystems;weiblich;7112
2002;Krankheiten der Niere;maennlich;4084
2002;Krankheiten der Niere;weiblich;5491
2002;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
2002;Schwangerschaft, Geburt und Wochenbett;weiblich;21
2002;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;866
2002;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;647
2002;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;795
2002;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;777
2002;Angeborene Fehlbildungen des Nervensystems;maennlich;80
2002;Angeborene Fehlbildungen des Nervensystems;weiblich;70
2002;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;318
2002;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;307
2002;Symptome und abnorme klinische und Laborbefunde;maennlich;9960
2002;Symptome und abnorme klinische und Laborbefunde;weiblich;10600
2002;Ploetzlicher Kindstod;maennlich;215
2002;Ploetzlicher Kindstod;weiblich;152
2002;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;8409
2002;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;6021
2002;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;21437
2002;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;12859
2002;Unfaelle einschliesslich Spaetfolgen;maennlich;11412
2002;Unfaelle einschliesslich Spaetfolgen;weiblich;8417
2002;Transportmittelunfaelle;maennlich;5118
2002;Transportmittelunfaelle;weiblich;1971
2002;Stuerze;maennlich;3058
2002;Stuerze;weiblich;4102
2002;Ertrinken und Untergehen;maennlich;360
2002;Ertrinken und Untergehen;weiblich;109
2002;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;317
2002;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;233
2002;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;598
2002;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;216
2002;Vorsaetzliche Selbstbeschaedigung;maennlich;8106
2002;Vorsaetzliche Selbstbeschaedigung;weiblich;3057
2002;Taetlicher Angriff;maennlich;326
2002;Taetlicher Angriff;weiblich;278
2002;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1536
2002;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;1092
2002;Insgesamt;maennlich;389116
2002;Insgesamt;weiblich;452570
2003;Bestimmte infektioese und parasitaere Krankheiten;maennlich;5146
2003;Bestimmte infektioese und parasitaere Krankheiten;weiblich;5745
2003;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;320
2003;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;192
2003;Meningokokkeninfektion;maennlich;38
2003;Meningokokkeninfektion;weiblich;31
2003;Virushepatitis;maennlich;619
2003;Virushepatitis;weiblich;624
2003;HIV-Krankheit;maennlich;393
2003;HIV-Krankheit;weiblich;114
2003;Neubildungen;maennlich;113157
2003;Neubildungen;weiblich;101631
2003;Boesartige Neubildungen (BN);maennlich;110703
2003;Boesartige Neubildungen (BN);weiblich;98552
2003;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;3736
2003;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;1050
2003;BN des Oesophagus;maennlich;3489
2003;BN des Oesophagus;weiblich;995
2003;BN des Magens;maennlich;6299
2003;BN des Magens;weiblich;5545
2003;BN des Dickdarms;maennlich;9307
2003;BN des Dickdarms;weiblich;10618
2003;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4684
2003;BN des Rektums, des Anus und am Rektosigmoid;weiblich;3980
2003;BN der Leber, der Gallenwege und des Pankreas;maennlich;11177
2003;BN der Leber, der Gallenwege und des Pankreas;weiblich;11395
2003;BN der Leber und der intrahepatischen Gallengaenge;maennlich;3819
2003;BN der Leber und der intrahepatischen Gallengaenge;weiblich;2197
2003;BN des Pankreas;maennlich;6047
2003;BN des Pankreas;weiblich;6639
2003;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;30032
2003;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;10833
2003;BN der Bronchien und der Lunge;maennlich;28652
2003;BN der Bronchien und der Lunge;weiblich;10634
2003;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1542
2003;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1258
2003;Boesartiges Melanom der Haut;maennlich;1286
2003;Boesartiges Melanom der Haut;weiblich;1009
2003;BN der Brustdruese;maennlich;264
2003;BN der Brustdruese;weiblich;17173
2003;BN der Genital- und Harnorgane;maennlich;19671
2003;BN der Genital- und Harnorgane;weiblich;15724
2003;BN der Cervix uteri;maennlich;NA
2003;BN der Cervix uteri;weiblich;1762
2003;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
2003;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2536
2003;BN des Ovars;maennlich;NA
2003;BN des Ovars;weiblich;5754
2003;BN der Prostata;maennlich;11510
2003;BN der Prostata;weiblich;NA
2003;BN der Niere, ausgenommen Nierenbecken;maennlich;3037
2003;BN der Niere, ausgenommen Nierenbecken;weiblich;2104
2003;BN der Harnblase;maennlich;3746
2003;BN der Harnblase;weiblich;1906
2003;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;8195
2003;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;8096
2003;Leukaemie;maennlich;3510
2003;Leukaemie;weiblich;3349
2003;Gutartige Neubildungen;maennlich;154
2003;Gutartige Neubildungen;weiblich;264
2003;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;784
2003;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1245
2003;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;10110
2003;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;17081
2003;Diabetes mellitus;maennlich;8895
2003;Diabetes mellitus;weiblich;15046
2003;Psychische und Verhaltensstoerungen;maennlich;5305
2003;Psychische und Verhaltensstoerungen;weiblich;3230
2003;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;3897
2003;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1035
2003;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;551
2003;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;151
2003;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;8463
