Jahr;Todesursache;Geschlecht;Anzahl
1998;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
1998;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2885
1998;BN des Ovars;maennlich;NA
1998;BN des Ovars;weiblich;6027
1998;BN der Prostata;maennlich;11417
1998;BN der Prostata;weiblich;NA
1998;BN der Niere, ausgenommen Nierenbecken;maennlich;3099
1998;BN der Niere, ausgenommen Nierenbecken;weiblich;2230
1998;BN der Harnblase;maennlich;3697
1998;BN der Harnblase;weiblich;2092
1998;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;8000
1998;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;8453
1998;Leukaemie;maennlich;3512
1998;Leukaemie;weiblich;3468
1998;Gutartige Neubildungen;maennlich;175
1998;Gutartige Neubildungen;weiblich;213
1998;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;637
1998;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;968
1998;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;8255
1998;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;14939
1998;Diabetes mellitus;maennlich;7209
1998;Diabetes mellitus;weiblich;13454
1998;Psychische und Verhaltensstoerungen;maennlich;6285
1998;Psychische und Verhaltensstoerungen;weiblich;3435
1998;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;4498
1998;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1267
1998;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;844
1998;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;243
1998;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;7232
1998;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;8702
1998;Meningitis;maennlich;105
1998;Meningitis;weiblich;103
1998;Krankheiten des Kreislaufsystems;maennlich;169301
1998;Krankheiten des Kreislaufsystems;weiblich;242103
1998;Hypertonie (Hochdruckkrankheit);maennlich;4783
1998;Hypertonie (Hochdruckkrankheit);weiblich;10282
1998;Ischaemische Herzkrankheiten;maennlich;84015
1998;Ischaemische Herzkrankheiten;weiblich;94700
1998;Akuter oder rezidivierender Myokardinfarkt;maennlich;44924
1998;Akuter oder rezidivierender Myokardinfarkt;weiblich;37064
1998;Sonstige Formen der Herzkrankheit;maennlich;29426
1998;Sonstige Formen der Herzkrankheit;weiblich;50825
1998;Sonstige Krankheiten des Endokards;maennlich;2122
1998;Sonstige Krankheiten des Endokards;weiblich;3660
1998;Zerebrovaskulaere Krankheiten;maennlich;32672
1998;Zerebrovaskulaere Krankheiten;weiblich;57522
1998;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;17970
1998;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;33714
1998;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;9887
1998;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;15310
1998;Krankheiten des Atmungssystems;maennlich;25878
1998;Krankheiten des Atmungssystems;weiblich;23206
1998;Grippe;maennlich;88
1998;Grippe;weiblich;151
1998;Pneumonie;maennlich;7446
1998;Pneumonie;weiblich;9816
1998;Chronische Krankheiten der unteren Atemwege;maennlich;15514
1998;Chronische Krankheiten der unteren Atemwege;weiblich;10580
1998;Asthma;maennlich;2050
1998;Asthma;weiblich;2056
1998;COVID-19, Virus nachgewiesen;maennlich;NA
1998;COVID-19, Virus nachgewiesen;weiblich;NA
1998;COVID-19, Virus nicht nachgewiesen;maennlich;NA
1998;COVID-19, Virus nicht nachgewiesen;weiblich;NA
1998;Krankheiten des Verdauungssystems;maennlich;20827
1998;Krankheiten des Verdauungssystems;weiblich;19683
1998;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1475
1998;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;1951
1998;Krankheiten der Leber;maennlich;12238
1998;Krankheiten der Leber;weiblich;6325
1998;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;11656
1998;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;5844
1998;Krankheiten der Haut und der Unterhaut;maennlich;135
1998;Krankheiten der Haut und der Unterhaut;weiblich;335
1998;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;556
1998;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;1290
1998;Chronische Polyarthritis und Arthrose;maennlich;111
1998;Chronische Polyarthritis und Arthrose;weiblich;504
1998;Krankheiten des Urogenitalsystems;maennlich;4606
1998;Krankheiten des Urogenitalsystems;weiblich;6129
1998;Krankheiten der Niere;maennlich;3696
1998;Krankheiten der Niere;weiblich;4866
1998;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
1998;Schwangerschaft, Geburt und Wochenbett;weiblich;44
1998;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;904
1998;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;696
1998;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;940
1998;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;882
1998;Angeborene Fehlbildungen des Nervensystems;maennlich;96
1998;Angeborene Fehlbildungen des Nervensystems;weiblich;93
1998;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;406
1998;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;320
1998;Symptome und abnorme klinische und Laborbefunde;maennlich;10620
1998;Symptome und abnorme klinische und Laborbefunde;weiblich;12970
1998;Ploetzlicher Kindstod;maennlich;356
1998;Ploetzlicher Kindstod;weiblich;246
1998;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;8149
1998;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;6163
1998;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;21994
1998;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;12584
1998;Unfaelle einschliesslich Spaetfolgen;maennlich;11489
1998;Unfaelle einschliesslich Spaetfolgen;weiblich;8184
1998;Transportmittelunfaelle;maennlich;5752
1998;Transportmittelunfaelle;weiblich;2213
1998;Stuerze;maennlich;3068
1998;Stuerze;weiblich;4161
1998;Ertrinken und Untergehen;maennlich;363
1998;Ertrinken und Untergehen;weiblich;114
1998;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;294
1998;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;228
1998;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;187
1998;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;82
1998;Vorsaetzliche Selbstbeschaedigung;maennlich;8575
1998;Vorsaetzliche Selbstbeschaedigung;weiblich;3069
1998;Taetlicher Angriff;maennlich;431
1998;Taetlicher Angriff;weiblich;277
1998;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1459
1998;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;1042
1998;Insgesamt;maennlich;393447
1998;Insgesamt;weiblich;458935
1999;Bestimmte infektioese und parasitaere Krankheiten;maennlich;4444
1999;Bestimmte infektioese und parasitaere Krankheiten;weiblich;4678
1999;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;380
1999;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;250
1999;Meningokokkeninfektion;maennlich;39
1999;Meningokokkeninfektion;weiblich;41
1999;Virushepatitis;maennlich;568
1999;Virushepatitis;weiblich;553
1999;HIV-Krankheit;maennlich;479
1999;HIV-Krankheit;weiblich;108
1999;Neubildungen;maennlich;110607
1999;Neubildungen;weiblich;105657
1999;Boesartige Neubildungen (BN);maennlich;108272
1999;Boesartige Neubildungen (BN);weiblich;102565
1999;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;3733
1999;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;1208
1999;BN des Oesophagus;maennlich;3179
1999;BN des Oesophagus;weiblich;960
1999;BN des Magens;maennlich;6902
1999;BN des Magens;weiblich;6243
1999;BN des Dickdarms;maennlich;8998
1999;BN des Dickdarms;weiblich;11600
1999;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4455
1999;BN des Rektums, des Anus und am Rektosigmoid;weiblich;4333
1999;BN der Leber, der Gallenwege und des Pankreas;maennlich;10379
1999;BN der Leber, der Gallenwege und des Pankreas;weiblich;11641
1999;BN der Leber und der intrahepatischen Gallengaenge;maennlich;3274
1999;BN der Leber und der intrahepatischen Gallengaenge;weiblich;2089
1999;BN des Pankreas;maennlich;5750
1999;BN des Pankreas;weiblich;6384
1999;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;29552
1999;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;9625
1999;BN der Bronchien und der Lunge;maennlich;28192
1999;BN der Bronchien und der Lunge;weiblich;9423
1999;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1238
1999;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1153
1999;Boesartiges Melanom der Haut;maennlich;1057
1999;Boesartiges Melanom der Haut;weiblich;964
1999;BN der Brustdruese;maennlich;182
1999;BN der Brustdruese;weiblich;17616
1999;BN der Genital- und Harnorgane;maennlich;19138
1999;BN der Genital- und Harnorgane;weiblich;16514
1999;BN der Cervix uteri;maennlich;NA
1999;BN der Cervix uteri;weiblich;2020
1999;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
1999;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2824
1999;BN des Ovars;maennlich;NA
1999;BN des Ovars;weiblich;5847
1999;BN der Prostata;maennlich;11123
1999;BN der Prostata;weiblich;NA
1999;BN der Niere, ausgenommen Nierenbecken;maennlich;3008
1999;BN der Niere, ausgenommen Nierenbecken;weiblich;2227
1999;BN der Harnblase;maennlich;3905
1999;BN der Harnblase;weiblich;2041
1999;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;8092
1999;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;8589
1999;Leukaemie;maennlich;3497
1999;Leukaemie;weiblich;3523
1999;Gutartige Neubildungen;maennlich;111
1999;Gutartige Neubildungen;weiblich;186
1999;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;681
1999;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;977
1999;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;8553
1999;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;14779
1999;Diabetes mellitus;maennlich;7560
1999;Diabetes mellitus;weiblich;13387
1999;Psychische und Verhaltensstoerungen;maennlich;6170
1999;Psychische und Verhaltensstoerungen;weiblich;3363
1999;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;4387
1999;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1221
1999;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;915
1999;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;205
1999;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;7211
1999;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;8525
1999;Meningitis;maennlich;99
1999;Meningitis;weiblich;72
1999;Krankheiten des Kreislaufsystems;maennlich;166927
1999;Krankheiten des Kreislaufsystems;weiblich;239195
1999;Hypertonie (Hochdruckkrankheit);maennlich;5199
1999;Hypertonie (Hochdruckkrankheit);weiblich;11554
1999;Ischaemische Herzkrankheiten;maennlich;82209
1999;Ischaemische Herzkrankheiten;weiblich;92872
1999;Akuter oder rezidivierender Myokardinfarkt;maennlich;42549
1999;Akuter oder rezidivierender Myokardinfarkt;weiblich;34412
1999;Sonstige Formen der Herzkrankheit;maennlich;29846
1999;Sonstige Formen der Herzkrankheit;weiblich;51718
1999;Sonstige Krankheiten des Endokards;maennlich;2238
1999;Sonstige Krankheiten des Endokards;weiblich;3642
1999;Zerebrovaskulaere Krankheiten;maennlich;31126
1999;Zerebrovaskulaere Krankheiten;weiblich;54629
1999;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;16503
1999;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;30607
1999;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;9869
1999;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;14987
1999;Krankheiten des Atmungssystems;maennlich;26647
1999;Krankheiten des Atmungssystems;weiblich;24858
1999;Grippe;maennlich;141
1999;Grippe;weiblich;223
1999;Pneumonie;maennlich;7702
1999;Pneumonie;weiblich;10901
1999;Chronische Krankheiten der unteren Atemwege;maennlich;15461
1999;Chronische Krankheiten der unteren Atemwege;weiblich;10621
1999;Asthma;maennlich;1930
1999;Asthma;weiblich;1901
1999;COVID-19, Virus nachgewiesen;maennlich;NA
1999;COVID-19, Virus nachgewiesen;weiblich;NA
1999;COVID-19, Virus nicht nachgewiesen;maennlich;NA
1999;COVID-19, Virus nicht nachgewiesen;weiblich;NA
1999;Krankheiten des Verdauungssystems;maennlich;20414
1999;Krankheiten des Verdauungssystems;weiblich;19740
1999;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1444
1999;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;1878
1999;Krankheiten der Leber;maennlich;11929
1999;Krankheiten der Leber;weiblich;6366
1999;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;11374
1999;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;5861
1999;Krankheiten der Haut und der Unterhaut;maennlich;126
1999;Krankheiten der Haut und der Unterhaut;weiblich;315
1999;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;577
1999;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;1223
1999;Chronische Polyarthritis und Arthrose;maennlich;116
1999;Chronische Polyarthritis und Arthrose;weiblich;444
1999;Krankheiten des Urogenitalsystems;maennlich;4609
1999;Krankheiten des Urogenitalsystems;weiblich;6140
1999;Krankheiten der Niere;maennlich;3665
1999;Krankheiten der Niere;weiblich;4881
1999;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
1999;Schwangerschaft, Geburt und Wochenbett;weiblich;37
1999;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;917
1999;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;708
1999;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;873
1999;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;737
1999;Angeborene Fehlbildungen des Nervensystems;maennlich;95
1999;Angeborene Fehlbildungen des Nervensystems;weiblich;77
1999;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;351
1999;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;282
1999;Symptome und abnorme klinische und Laborbefunde;maennlich;10448
1999;Symptome und abnorme klinische und Laborbefunde;weiblich;12131
1999;Ploetzlicher Kindstod;maennlich;295
1999;Ploetzlicher Kindstod;weiblich;212
1999;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;8254
1999;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;5891
1999;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;21538
1999;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;12525
1999;Unfaelle einschliesslich Spaetfolgen;maennlich;11590
1999;Unfaelle einschliesslich Spaetfolgen;weiblich;8125
1999;Transportmittelunfaelle;maennlich;5789
1999;Transportmittelunfaelle;weiblich;2197
1999;Stuerze;maennlich;3133
1999;Stuerze;weiblich;4169
1999;Ertrinken und Untergehen;maennlich;447
1999;Ertrinken und Untergehen;weiblich;150
1999;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;294
1999;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;212
1999;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;147
1999;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;78
1999;Vorsaetzliche Selbstbeschaedigung;maennlich;8080
1999;Vorsaetzliche Selbstbeschaedigung;weiblich;3077
1999;Taetlicher Angriff;maennlich;418
1999;Taetlicher Angriff;weiblich;301
1999;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1418
1999;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;1012
1999;Insgesamt;maennlich;390742
1999;Insgesamt;weiblich;455588
2000;Bestimmte infektioese und parasitaere Krankheiten;maennlich;5071
2000;Bestimmte infektioese und parasitaere Krankheiten;weiblich;5058
2000;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;396
2000;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;211
2000;Meningokokkeninfektion;maennlich;25
2000;Meningokokkeninfektion;weiblich;40
2000;Virushepatitis;maennlich;602
2000;Virushepatitis;weiblich;550
2000;HIV-Krankheit;maennlich;477
2000;HIV-Krankheit;weiblich;103
2000;Neubildungen;maennlich;112061
2000;Neubildungen;weiblich;104358
2000;Boesartige Neubildungen (BN);maennlich;109625
2000;Boesartige Neubildungen (BN);weiblich;101113
2000;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;3576
2000;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;1069
2000;BN des Oesophagus;maennlich;3188
2000;BN des Oesophagus;weiblich;937
2000;BN des Magens;maennlich;6909
2000;BN des Magens;weiblich;6223
2000;BN des Dickdarms;maennlich;9064
2000;BN des Dickdarms;weiblich;11170
2000;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4594
2000;BN des Rektums, des Anus und am Rektosigmoid;weiblich;4159
2000;BN der Leber, der Gallenwege und des Pankreas;maennlich;10530
2000;BN der Leber, der Gallenwege und des Pankreas;weiblich;11320
2000;BN der Leber und der intrahepatischen Gallengaenge;maennlich;3460
2000;BN der Leber und der intrahepatischen Gallengaenge;weiblich;2029
2000;BN des Pankreas;maennlich;5750
2000;BN des Pankreas;weiblich;6366
2000;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;30526
2000;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;10027
2000;BN der Bronchien und der Lunge;maennlich;29121
2000;BN der Bronchien und der Lunge;weiblich;9834
2000;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1379
2000;Melanom und sonstige boesartige Neubild. der Haut;weiblich;1227
2000;Boesartiges Melanom der Haut;maennlich;1161
2000;Boesartiges Melanom der Haut;weiblich;1017
2000;BN der Brustdruese;maennlich;221
2000;BN der Brustdruese;weiblich;17814
2000;BN der Genital- und Harnorgane;maennlich;19181
2000;BN der Genital- und Harnorgane;weiblich;16495
2000;BN der Cervix uteri;maennlich;NA
2000;BN der Cervix uteri;weiblich;1882
2000;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;maennlich;NA
2000;BN des Corpus uteri u. Uterus, Teil n.n. bezeichn.;weiblich;2720
2000;BN des Ovars;maennlich;NA
2000;BN des Ovars;weiblich;6006
2000;BN der Prostata;maennlich;11107
2000;BN der Prostata;weiblich;NA
2000;BN der Niere, ausgenommen Nierenbecken;maennlich;3005
2000;BN der Niere, ausgenommen Nierenbecken;weiblich;2149
2000;BN der Harnblase;maennlich;3804
2000;BN der Harnblase;weiblich;2173
2000;BN d. lymphat., blutbild. u. verwandten Gewebes;maennlich;8133
2000;BN d. lymphat., blutbild. u. verwandten Gewebes;weiblich;8053
2000;Leukaemie;maennlich;3508
2000;Leukaemie;weiblich;3341
2000;Gutartige Neubildungen;maennlich;152
2000;Gutartige Neubildungen;weiblich;251
2000;Krankheiten des Blutes u. der blutbildenden Organe;maennlich;740
2000;Krankheiten des Blutes u. der blutbildenden Organe;weiblich;1075
2000;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;maennlich;8612
2000;Endokrine, Ernaehrungs- u. Stoffwechselkrankheiten;weiblich;15059
2000;Diabetes mellitus;maennlich;7648
2000;Diabetes mellitus;weiblich;13532
2000;Psychische und Verhaltensstoerungen;maennlich;5633
2000;Psychische und Verhaltensstoerungen;weiblich;3003
2000;Psychische und Verhaltensstoerungen durch Alkohol;maennlich;3937
2000;Psychische und Verhaltensstoerungen durch Alkohol;weiblich;1053
2000;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;maennlich;904
2000;Psych. u. Verhaltensstoerungen d.a.psychotr. Subst.;weiblich;200
2000;Krankheiten d. Nervensystems u. d. Sinnesorgane;maennlich;7396
2000;Krankheiten d. Nervensystems u. d. Sinnesorgane;weiblich;8713
2000;Meningitis;maennlich;120
2000;Meningitis;weiblich;106
2000;Krankheiten des Kreislaufsystems;maennlich;161360
2000;Krankheiten des Kreislaufsystems;weiblich;233683
2000;Hypertonie (Hochdruckkrankheit);maennlich;5711
2000;Hypertonie (Hochdruckkrankheit);weiblich;13064
2000;Ischaemische Herzkrankheiten;maennlich;78879
2000;Ischaemische Herzkrankheiten;weiblich;88802
2000;Akuter oder rezidivierender Myokardinfarkt;maennlich;40316
2000;Akuter oder rezidivierender Myokardinfarkt;weiblich;32949
2000;Sonstige Formen der Herzkrankheit;maennlich;30061
2000;Sonstige Formen der Herzkrankheit;weiblich;52934
2000;Sonstige Krankheiten des Endokards;maennlich;2137
2000;Sonstige Krankheiten des Endokards;weiblich;3694
2000;Zerebrovaskulaere Krankheiten;maennlich;29179
2000;Zerebrovaskulaere Krankheiten;weiblich;51607
2000;Schlaganfall, nicht als Blutung oder Infarkt bez.;maennlich;14772
2000;Schlaganfall, nicht als Blutung oder Infarkt bez.;weiblich;28263
2000;Krankheiten der Arterien, Arteriolen und Kapillare;maennlich;9151
2000;Krankheiten der Arterien, Arteriolen und Kapillare;weiblich;13997
2000;Krankheiten des Atmungssystems;maennlich;27115
2000;Krankheiten des Atmungssystems;weiblich;24691
2000;Grippe;maennlich;86
2000;Grippe;weiblich;181
2000;Pneumonie;maennlich;8016
2000;Pneumonie;weiblich;10474
2000;Chronische Krankheiten der unteren Atemwege;maennlich;15402
2000;Chronische Krankheiten der unteren Atemwege;weiblich;10396
2000;Asthma;maennlich;1726
2000;Asthma;weiblich;1749
2000;COVID-19, Virus nachgewiesen;maennlich;NA
2000;COVID-19, Virus nachgewiesen;weiblich;NA
2000;COVID-19, Virus nicht nachgewiesen;maennlich;NA
2000;COVID-19, Virus nicht nachgewiesen;weiblich;NA
2000;Krankheiten des Verdauungssystems;maennlich;21008
2000;Krankheiten des Verdauungssystems;weiblich;19704
2000;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;maennlich;1399
2000;Ulcus ventriculi, duodeni, pepticum, pept. jejuni;weiblich;1879
2000;Krankheiten der Leber;maennlich;12231
2000;Krankheiten der Leber;weiblich;6197
2000;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;maennlich;11644
2000;Alkoh.Leberkh.,Chron.Hepatitis,Leberfibr.u.-zirr.;weiblich;5703
2000;Krankheiten der Haut und der Unterhaut;maennlich;97
2000;Krankheiten der Haut und der Unterhaut;weiblich;337
2000;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;maennlich;546
2000;Krankh. des Muskel-Skelett-Systems u. Bindegewebes;weiblich;1286
2000;Chronische Polyarthritis und Arthrose;maennlich;126
2000;Chronische Polyarthritis und Arthrose;weiblich;466
2000;Krankheiten des Urogenitalsystems;maennlich;4599
2000;Krankheiten des Urogenitalsystems;weiblich;6120
2000;Krankheiten der Niere;maennlich;3729
2000;Krankheiten der Niere;weiblich;4872
2000;Schwangerschaft, Geburt und Wochenbett;maennlich;NA
2000;Schwangerschaft, Geburt und Wochenbett;weiblich;43
2000;Best.Zustaende mit Ursprung in der Perinatalperiode;maennlich;829
2000;Best.Zustaende mit Ursprung in der Perinatalperiode;weiblich;645
2000;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;maennlich;845
2000;Angeb. Fehlbildungen,Deformitaeten,Chromosomenanom.;weiblich;798
2000;Angeborene Fehlbildungen des Nervensystems;maennlich;77
2000;Angeborene Fehlbildungen des Nervensystems;weiblich;81
2000;Angeborene Fehlbildungen des Kreislaufsystems;maennlich;345
2000;Angeborene Fehlbildungen des Kreislaufsystems;weiblich;328
2000;Symptome und abnorme klinische und Laborbefunde;maennlich;11349
2000;Symptome und abnorme klinische und Laborbefunde;weiblich;12440
2000;Ploetzlicher Kindstod;maennlich;291
2000;Ploetzlicher Kindstod;weiblich;191
2000;Sonst. ungenau bezeichnete u. unbek. Todesursachen;maennlich;9367
2000;Sonst. ungenau bezeichnete u. unbek. Todesursachen;weiblich;7053
2000;Aeussere Ursachen von Morbiditaet und Mortalitaet;maennlich;21720
2000;Aeussere Ursachen von Morbiditaet und Mortalitaet;weiblich;12803
2000;Unfaelle einschliesslich Spaetfolgen;maennlich;11783
2000;Unfaelle einschliesslich Spaetfolgen;weiblich;8545
2000;Transportmittelunfaelle;maennlich;5622
2000;Transportmittelunfaelle;weiblich;2125
2000;Stuerze;maennlich;3133
2000;Stuerze;weiblich;4271
2000;Ertrinken und Untergehen;maennlich;351
2000;Ertrinken und Untergehen;weiblich;156
2000;Exposition gegenueber Rauch, Feuer und Flammen;maennlich;256
2000;Exposition gegenueber Rauch, Feuer und Flammen;weiblich;219
2000;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);maennlich;442
2000;Akzid. Vergiftung: schaedl. Substanzen (inkl. Exp.);weiblich;148
2000;Vorsaetzliche Selbstbeschaedigung;maennlich;8131
2000;Vorsaetzliche Selbstbeschaedigung;weiblich;2934
2000;Taetlicher Angriff;maennlich;321
2000;Taetlicher Angriff;weiblich;281
2000;Ereignis, dessen naehere Umstaende unbestimmt sind;maennlich;1426
2000;Ereignis, dessen naehere Umstaende unbestimmt sind;weiblich;1027
2000;Insgesamt;maennlich;388981
2000;Insgesamt;weiblich;449816
2001;Bestimmte infektioese und parasitaere Krankheiten;maennlich;5074
2001;Bestimmte infektioese und parasitaere Krankheiten;weiblich;5301
2001;Tuberkulose einschliesslich ihrer Folgezustaende;maennlich;326
2001;Tuberkulose einschliesslich ihrer Folgezustaende;weiblich;210
2001;Meningokokkeninfektion;maennlich;32
2001;Meningokokkeninfektion;weiblich;37
2001;Virushepatitis;maennlich;587
2001;Virushepatitis;weiblich;583
2001;HIV-Krankheit;maennlich;413
2001;HIV-Krankheit;weiblich;130
2001;Neubildungen;maennlich;110657
2001;Neubildungen;weiblich;102401
2001;Boesartige Neubildungen (BN);maennlich;108373
2001;Boesartige Neubildungen (BN);weiblich;99246
2001;BN der Lippe, der Mundhoehle und des Pharynx;maennlich;3795
2001;BN der Lippe, der Mundhoehle und des Pharynx;weiblich;1058
2001;BN des Oesophagus;maennlich;3331
2001;BN des Oesophagus;weiblich;965
2001;BN des Magens;maennlich;6551
2001;BN des Magens;weiblich;5900
2001;BN des Dickdarms;maennlich;9115
2001;BN des Dickdarms;weiblich;10835
2001;BN des Rektums, des Anus und am Rektosigmoid;maennlich;4305
2001;BN des Rektums, des Anus und am Rektosigmoid;weiblich;4112
2001;BN der Leber, der Gallenwege und des Pankreas;maennlich;10628
2001;BN der Leber, der Gallenwege und des Pankreas;weiblich;11397
2001;BN der Leber und der intrahepatischen Gallengaenge;maennlich;3485
2001;BN der Leber und der intrahepatischen Gallengaenge;weiblich;1961
2001;BN des Pankreas;maennlich;5861
2001;BN des Pankreas;weiblich;6577
2001;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;maennlich;29884
2001;BN d. Larynx, d. Trachea, d. Bronchien u. d. Lunge;weiblich;10169
2001;BN der Bronchien und der Lunge;maennlich;28529
2001;BN der Bronchien und der Lunge;weiblich;9996
2001;Melanom und sonstige boesartige Neubild. der Haut;maennlich;1395
