"Name";"Trikotnummer";"Position";"Alter";"Groesse";"Gewicht"
"Henry Mondeaux";99;"DE";26;193,04;127,00576
"Stephon Tuitt";91;"DE";29;198,12;137,438376
"Montravius Adams";57;"DT";26;190,5;137,891968
"Daniel Archibong";61;"DT";24;198,12;139,252744
"Carlos Davis";73;"DT";25;187,96;145,14944
"Khalil Davis";68;"DT";25;185,42;139,706336
"Cameron Heyward";97;"DT";33;195,58;133,80964
"Donovan Jeter";NA;"DT";NA;190,5;147,4174
"Chris Wormley";95;"DT";28;195,58;136,0776
"Marcus Allen";27;"LB";25;187,96;97,52228
"Genard Avery";NA;"LB";27;182,88;113,398
"Devin Bush";55;"LB";23;180,34;106,140528
"Ulysees Gilbert III";54;"LB";24;182,88;104,32616
"Alex Highsmith";56;"LB";24;193,04;109,769264
"Myles Jack";44;"LB";26;185,42;110,676448
"Buddy Johnson";45;"LB";23;187,96;108,86208
"Tyree Johnson";NA;"LB";NA;193,04;108,86208
"T.D. Moultry";NA;"LB";NA;187,96;114,758776
"Mark Robinson";NA;"LB";22;180,34;106,59412
"Delontae Scott";50;"LB";25;195,58;111,583632
"Robert Spillane";41;"LB";26;185,42;103,872568
"Derrek Tuszka";48;"LB";24;195,58;111,583632
"T.J. Watt";90;"LB";27;193,04;114,305184
"Tavin Harville";NA;"CB";NA;185,42;88,45044
"Isaiah Johnson";30;"CB";26;187,96;95,25432
"Justin Layne";31;"CB";24;187,96;87,089664
"Arthur Maulet";35;"CB";28;177,8;86,18248
"James Pierre";42;"CB";25;187,96;83,91452
"Chris Steele";NA;"CB";NA;185,42;86,18248
"Linden Stephens";40;"CB";27;182,88;87,543256
"Cameron Sutton";20;"CB";27;180,34;85,275296
"Levi Wallace";NA;"CB";26;182,88;81,192968
"Ahkello Witherspoon";25;"CB";27;187,96;88,45044
"Carlins Platel";21;"DB";NA;185,42;92,98636
"Terrell Edmunds";34;"S";25;185,42;98,429464
"Minkah Fitzpatrick";39;"S";25;185,42;93,893544
"Karl Joseph";8;"S";28;177,8;90,7184
"Miles Killebrew";28;"S";29;187,96;100,697424
"Tre Norwood";21;"S";23;182,88;87,996848
"Donovan Stiner";26;"S";23;187,96;95,25432
"Chris Boswell";9;"PK";31;187,96;83,91452
"Nick Sciba";NA;"PK";NA;175,26;86,636072
"Pressley Harvin III";6;"P";23;182,88;115,66596
"Cameron Nizialek";16;"P";27;187,96;90,7184
"Christian Kuntz";46;"LS";28;185,42;103,418976
"Kyle Allen";3;"QB";26;190,5;95,25432
"Jeff Driskel";6;"QB";29;193,04;106,59412
"Kevin Hogan";NA;"QB";29;190,5;98,883056
"Davis Mills";10;"QB";23;193,04;102,0582
"Darius Anderson";30;"RB";24;180,34;88,45044
"Rex Burkhead";28;"RB";31;177,8;97,52228
"Royce Freeman";26;"RB";26;182,88;107,954896
"Marlon Mack";NA;"RB";26;182,88;95,25432
"Dare Ogunbowale";NA;"RB";28;177,8;92,98636
"Dameon Pierce";NA;"RB";22;177,8;98,883056
"Andy Janovich";31;"FB";29;185,42;107,954896
"Paul Quessenberry";45;"FB";30;187,96;113,398
"Jalen Camp";17;"WR";23;187,96;99,79024
"Nico Collins";12;"WR";23;193,04;97,52228
"Chris Conley";18;"WR";29;190,5;92,98636
"Brandin Cooks";13;"WR";28;177,8;83,007336
"Davion Davis";81;"WR";25;180,34;86,18248
"Phillip Dorsett II";2;"WR";29;177,8;87,089664
"Drew Estrada";NA;"WR";NA;182,88;88,904032
"DaeSean Hamilton";NA;"WR";27;185,42;93,439952
"Johnny Johnson III";NA;"WR";NA;185,42;90,264808
"John Metchie III";NA;"WR";21;182,88;88,45044
"Chris Moore";15;"WR";28;185,42;90,7184
"Connor Wedington";NA;"WR";23;182,88;92,532768
"Antony Auclair";83;"TE";29;198,12;116,119552
"Pharaoh Brown";85;"TE";28;198,12;117,026736
"Darrell Daniels";NA;"TE";27;190,5;116,119552
"Seth Green";NA;"TE";NA;193,04;108,86208
"Brevin Jordan";9;"TE";21;190,5;111,13004
"Teagan Quitoriano";NA;"TE";NA;198,12;117,480328
"Justin Britt";68;"C";31;198,12;142,88148
"Jimmy Morrissey";79;"C";23;190,5;137,438376
"Scott Quessenberry";NA;"C";27;190,5;140,61352
"A.J. Cann";NA;"G";30;190,5;142,88148
"Myron Cunningham";NA;"G";NA;198,12;147,4174
"Kenyon Green";NA;"G";21;193,04;147,4174
"Justin McCray";64;"G";30;190,5;142,88148
"Austin Deculus";NA;"OT";23;200,66;147,4174
"Carson Green";62;"OT";23;198,12;145,14944
"Charlie Heck";67;"OT";25;203,2;141,067112
"Tytus Howard";71;"OT";26;195,58;146,056624
"Cedric Ogbuehi";78;"OT";30;195,58;140,61352
"Max Scharping";74;"OT";25;198,12;148,324584
"Jordan Steckler";70;"OT";25;195,58;138,34556
"Laremy Tunsil";78;"OT";27;195,58;141,974296
"Mario Addison";NA;"DE";34;190,5;117,93392
"Michael Dwumfour";98;"DE";24;185,42;134,263232
"Rasheem Green";NA;"DE";25;193,04;126,552168
"Jonathan Greenard";52;"DE";25;190,5;119,294696
"Troy Hairston II";NA;"DE";NA;180,34;111,13004
"Demone Harris";94;"DE";26;193,04;123,377024
"Jerry Hughes";NA;"DE";33;187,96;115,212368
"Jordan Jenkins";50;"DE";27;190,5;117,93392
"Adedayo Odeleye";NA;"DE";NA;NA;NA
"Derek Rivers";95;"DE";28;195,58;113,398
"Ross Blacklock";90;"DT";23;190,5;131,54168
"Thomas Booker";NA;"DT";NA;193,04;140,61352
"Maliek Collins";97;"DT";27;187,96;140,61352
"Damion Daniels";NA;"DT";NA;190,5;151,95332
"Kurt Hinish";NA;"DT";NA;185,42;136,0776
"Roy Lopez";91;"DT";24;187,96;144,242256
"Blake Cashman";53;"LB";26;185,42;107,501304
"Tae Davis";55;"LB";25;185,42;101,604608
"Kamu Grugier-Hill";51;"LB";28;187,96;104,32616
"Jake Hansen";NA;"LB";23;185,42;106,59412
"Christian Harris";NA;"LB";21;187,96;105,233344
"Neville Hewitt";43;"LB";29;187,96;106,140528
"Christian Kirksey";58;"LB";29;187,96;106,59412
"Ogbonnia Okoronkwo";45;"LB";27;187,96;114,758776
"Kevin Pierre-Louis";57;"LB";30;182,88;104,779752
"Jalen Reeves-Maybin";44;"LB";27;185,42;104,32616
"Garret Wallow";32;"LB";23;187,96;104,32616
"Desmond King II";25;"CB";27;177,8;90,7184
"Fabian Moreau";NA;"CB";28;182,88;92,532768
"Steven Nelson";NA;"CB";29;177,8;87,996848
"Kendall Sheffield";NA;"CB";26;177,8;96,161504
"Tremon Smith";24;"CB";25;180,34;86,18248
"Derek Stingley Jr";NA;"CB";20;185,42;88,45044
"Tavierre Thomas";37;"CB";26;177,8;92,98636
"Isaac Yiadom";24;"CB";26;185,42;86,18248
"Tristin McCollum";NA;"DB";NA;190,5;83,91452
"Grayland Arnold";35;"S";24;177,8;84,821704
"Terrence Brooks";8;"S";30;180,34;92,98636
"Jacobi Francis";NA;"S";NA;180,34;87,543256
"Kolby Harvell-Peel";NA;"S";NA;182,88;93,893544
"Eric Murray";23;"S";28;180,34;90,264808
"Jonathan Owens";36;"S";26;180,34;95,25432
"Jalen Pitre";NA;"S";22;182,88;89,357624
"M.J. Stewart Jr";NA;"S";26;180,34;90,7184
"Ka'imi Fairbairn";7;"PK";28;182,88;83,007336
"Cameron Johnston";11;"P";30;180,34;87,996848
"Jon Weeks";46;"LS";36;177,8;109,769264
"Jack Coan";NA;"QB";NA;190,5;101,151016
"Sam Ehlinger";4;"QB";23;185,42;100,697424
"Nick Foles";NA;"QB";33;198,12;118,841104
"Matt Ryan";2;"QB";37;193,04;98,429464
"Ethan Fernea";NA;"RB";NA;182,88;88,45044
"Nyheim Hines";21;"RB";25;175,26;88,904032
"Deon Jackson";35;"RB";23;182,88;98,883056
"Phillip Lindsay";NA;"RB";27;172,72;86,18248
"D'vonte Price";NA;"RB";NA;187,96;97,52228
"Jonathan Taylor";28;"RB";23;177,8;102,511792
"CJ Verdell";NA;"RB";NA;172,72;95,707912
"Ty'Son Williams";NA;"RB";25;182,88;99,79024
"Parris Campbell";1;"WR";24;182,88;94,347136
"Keke Coutee";15;"WR";25;180,34;81,64656
"Kekoa Crawford";NA;"WR";NA;185,42;88,45044
"Ashton Dulin";16;"WR";25;185,42;97,52228
"DeMichael Harris";12;"WR";23;172,72;80,739376
"Samson Nacua";NA;"WR";NA;193,04;88,45044
"Dezmon Patmon";10;"WR";23;193,04;102,0582
"Alec Pierce";NA;"WR";22;190,5;96,615096
"Michael Pittman Jr";11;"WR";24;193,04;101,151016
"Mike Strachan";17;"WR";24;195,58;101,604608
"Michael Young Jr";NA;"WR";NA;177,8;88,45044
"Mo Alie-Cox";81;"TE";28;195,58;121,109064
"Kylen Granson";83;"TE";24;187,96;109,769264
"Michael Jacobson";80;"TE";25;200,66;110,676448
"Nikola Kalinic";NA;"TE";25;193,04;111,13004
"Andrew Ogletree";NA;"TE";NA;200,66;113,398
"Jelani Woods";NA;"TE";23;200,66;120,20188
"Ryan Kelly";78;"C";29;193,04;139,252744
"Wesley French";NA;"G";NA;195,58;140,61352
"Will Fries";75;"G";24;198,12;140,159928
"Quenton Nelson";56;"G";26;195,58;149,68536
"Danny Pinter";63;"G";25;193,04;138,799152
"Josh Seltzner";NA;"G";NA;193,04;140,61352
"Dennis Kelly";NA;"OT";32;203,2;145,603032
"Brandon Kemp";NA;"OT";25;198,12;143,788664
"Jordan Murray";NA;"OT";25;205,74;147,4174
"Carter O'Donnell";61;"OT";23;195,58;141,974296
"Matt Pryor";69;"OT";27;200,66;150,592544
"Bernhard Raimann";NA;"OT";24;200,66;138,34556
"Braden Smith";72;"OT";26;198,12;142,88148
"Ryan Van Demark";NA;"OT";NA;195,58;137,891968
"Ben Banogu";52;"DE";26;190,5;114,305184
"Yannick Ngakoue";NA;"DE";27;187,96;111,583632
"Dayo Odeyingbo";54;"DE";22;198,12;125,191392
"Scott Patchan";NA;"DE";NA;198,12;122,46984
"Kwity Paye";51;"DE";23;187,96;118,387512
"Cullen Wick";NA;"DE";NA;193,04;117,93392
"Curtis Brooks";NA;"DT";NA;187,96;129,27372
"DeForest Buckner";99;"DT";28;200,66;133,80964
"Kameron Cline";92;"DT";24;193,04;128,366536
"Eric Johnson";NA;"DT";23;195,58;129,727312
"Tyquan Lewis";94;"DT";27;190,5;125,644984
"RJ McIntosh";99;"DT";25;195,58;129,727312
"Grover Stewart";90;"DT";28;193,04;142,88148
"Chris Williams";66;"DT";23;187,96;136,984784
"McKinley Williams";NA;"DT";NA;193,04;129,27372
"JoJo Domann";NA;"LB";NA;185,42;104,32616
"Zaire Franklin";44;"LB";25;182,88;106,59412
"Jordan Glasgow";59;"LB";25;185,42;102,511792
"Brandon King";NA;"LB";28;187,96;99,79024
"Darius Leonard";53;"LB";26;187,96;104,32616
"Bobby Okereke";58;"LB";25;185,42;106,59412
"Forrest Rhyne";NA;"LB";NA;185,42;106,59412
"James Skalski";NA;"LB";NA;182,88;108,86208
"E.J. Speed";45;"LB";27;190,5;101,604608
"Sterling Weatherford";NA;"LB";NA;193,04;100,243832
"Tony Brown";NA;"CB";26;182,88;89,811216
"Anthony Chesley";47;"CB";26;182,88;86,18248
"Marcel Dabo";NA;"CB";NA;182,88;95,25432
"Trevor Denbow";NA;"CB";NA;180,34;102,0582
"Dallis Flowers";NA;"CB";24;187,96;86,18248
"Stephon Gilmore";9;"CB";31;182,88;86,18248
"Kenny Moore II";23;"CB";26;175,26;86,18248
"Alexander Myres";NA;"CB";26;180,34;87,089664
"Will Redmond";29;"CB";28;182,88;84,368112
"Isaiah Rodgers";34;"CB";24;177,8;77,11064
"Marvell Tell III";39;"CB";25;187,96;88,45044
"Chris Wilcox";40;"CB";24;187,96;88,45044
"Julian Blackmon";32;"S";23;182,88;84,821704
"Nick Cross";NA;"S";20;185,42;95,25432
"Brandon Facyson";31;"S";27;187,96;89,357624
"Rodney McLeod";NA;"S";31;177,8;88,45044
"Rodney Thomas II";NA;"S";NA;187,96;90,7184
"Armani Watts";33;"S";26;180,34;86,18248
"Khari Willis";37;"S";26;180,34;96,615096
"Rodrigo Blankenship";3;"PK";25;185,42;83,460928
"Jake Verity";NA;"PK";24;187,96;89,357624
"Rigoberto Sanchez";8;"P";27;182,88;88,45044
"Luke Rhodes";46;"LS";29;187,96;107,954896
"C.J. Beathard";3;"QB";28;187,96;97,52228
"Trevor Lawrence";16;"QB";22;198,12;96,615096
"Jake Luton";6;"QB";26;198,12;101,604608
"EJ Perry";4;"QB";NA;187,96;95,25432
"Ryquell Armstead";23;"RB";25;180,34;99,79024
"Snoop Conner";NA;"RB";21;177,8;100,697424
"Nathan Cottrell";31;"RB";25;180,34;87,543256
"Travis Etienne Jr";1;"RB";23;177,8;97,52228
"James Robinson";25;"RB";23;175,26;99,336648
"Mekhi Sargent";36;"RB";24;172,72;94,347136
"Jamal Agnew";39;"WR";27;177,8;86,18248
"Kevin Austin Jr";NA;"WR";NA;187,96;97,52228
"Jeff Cotton";88;"WR";25;187,96;93,439952
"Marvin Hall";9;"WR";29;177,8;86,18248
"Willie Johnson";NA;"WR";NA;182,88;80,739376
"Tim Jones";83;"WR";24;185,42;95,25432
"Zay Jones";7;"WR";27;187,96;90,7184
"Marvin Jones Jr";11;"WR";32;187,96;90,264808
"Christian Kirk";13;"WR";25;180,34;90,7184
"Ryan McDaniel";NA;"WR";NA;187,96;97,52228
"Laviska Shenault Jr";10;"WR";23;185,42;102,965384
"Laquon Treadwell";18;"WR";26;187,96;97,52228
"Lujuan Winningham";NA;"WR";NA;190,5;88,45044
"Dan Arnold";85;"TE";27;198,12;99,79024
"Naz Bohannon";33;"TE";NA;198,12;105,233344
"Evan Engram";88;"TE";27;190,5;108,86208
"Luke Farrell";89;"TE";24;195,58;117,026736
"Grayson Gunter";NA;"TE";NA;195,58;112,037224
"Chris Manhertz";84;"TE";30;198,12;115,66596
"Gerrit Prince";NA;"TE";NA;195,58;108,86208
"Nick Ford";NA;"C";NA;195,58;143,788664
"Luke Fortner";NA;"C";24;198,12;136,0776
"Tyler Shatley";69;"C";31;190,5;140,61352
"Wes Martin";NA;"G";26;190,5;142,88148
"Brandon Scherff";NA;"G";30;195,58;142,88148
"Jared Hocker";70;"OL";23;198,12;147,4174
"Ben Bartch";78;"OT";23;198,12;140,159928
"Coy Cronk";64;"OT";24;193,04;144,242256
"Walker Little";72;"OT";23;200,66;140,159928
"KC McDermott";62;"OT";26;195,58;141,067112
"Will Richardson Jr";76;"OT";26;198,12;138,799152
"Cam Robinson";74;"OT";26;198,12;145,14944
"Jawaan Taylor";75;"OT";24;195,58;141,520704
"Badara Traore";73;"OT";25;200,66;145,14944
"De'Shaan Dixon";NA;"DE";NA;195,58;117,93392
"Adam Gotsis";96;"DE";29;193,04;130,180904
"Arden Key";NA;"DE";26;195,58;108,86208
"Jeremiah Ledbetter";98;"DE";27;190,5;133,80964
"Roy Robertson-Harris";95;"DE";28;195,58;135,170416
"Jordan Smith";92;"DE";24;198,12;115,66596
"Dawuane Smoot";91;"DE";27;190,5;119,748288
"Travon Walker";NA;"DE";21;195,58;124,7378
"Israel Antwine";NA;"DT";NA;190,5;136,0776
"Malcom Brown";90;"DT";28;187,96;145,14944
"Folorunso Fatukasi";94;"DT";27;193,04;144,242256
"DaVon Hamilton";52;"DT";25;193,04;145,14944
"Jay Tufele";97;"DT";22;190,5;138,34556
"Raequan Williams";61;"DT";25;193,04;138,34556
"Tyrell Adams";59;"LB";30;187,96;103,418976
"Josh Allen";41;"LB";24;195,58;118,841104
"Rashod Berry";NA;"LB";25;193,04;115,66596
"K'Lavon Chaisson";45;"LB";22;190,5;115,212368
"Jamir Jones";40;"LB";23;190,5;115,66596
"Devin Lloyd";NA;"LB";23;190,5;106,59412
"Grant Morgan";NA;"LB";NA;180,34;106,59412
"Chad Muma";NA;"LB";22;190,5;109,769264
"Foyesade Oluokun";NA;"LB";26;187,96;97,52228
"Ayo Oyelola";55;"LB";NA;180,34;92,98636
"Shaquille Quarterman";50;"LB";24;182,88;106,140528
"Chapelle Russell";49;"LB";25;187,96;107,047712
"Montaric Brown";NA;"CB";22;182,88;86,18248
"Tyson Campbell";32;"CB";22;185,42;88,45044
"Chris Claybrooks";27;"CB";24;175,26;81,192968
"Xavier Crawford";21;"CB";26;180,34;83,91452
"Shaquill Griffin";26;"CB";26;182,88;89,811216
"Tre Herndon";37;"CB";26;180,34;83,91452
"Gregory Junior";NA;"CB";NA;182,88;92,079176
"Brandon Rusnak";29;"CB";26;180,34;89,811216
"Josh Thompson";NA;"CB";NA;182,88;86,636072
"Darious Williams";NA;"CB";29;175,26;84,821704
"Shabari Davis";NA;"DB";NA;182,88;87,543256
"Benjie Franklin";NA;"DB";NA;182,88;83,91452
"Andre Cisco";38;"S";22;182,88;94,800728
"Rudy Ford";5;"S";27;182,88;92,532768
"Rayshawn Jenkins";2;"S";28;185,42;92,98636
"Daniel Thomas";20;"S";23;177,8;97,52228
"Andrew Wingard";42;"S";25;182,88;94,800728
"Andrew Mevis";NA;"PK";NA;180,34;90,264808
"Ryan Santoso";NA;"PK";26;195,58;117,026736
"Logan Cooke";9;"P";26;195,58;104,32616
"Ross Matiscik";46;"LS";25;182,88;106,59412
"Ryan Tannehill";17;"QB";33;193,04;98,429464
"Malik Willis";NA;"QB";23;185,42;97,52228
"Logan Woodside";5;"QB";27;185,42;96,615096
"Trenton Cannon";49;"RB";27;180,34;83,91452
"Julius Chestnut";NA;"RB";NA;185,42;97,52228
"Hassan Haskins";NA;"RB";22;185,42;99,79024
"Derrick Henry";22;"RB";28;190,5;112,037224
"Dontrell Hilliard";40;"RB";27;180,34;91,625584
"Jordan Wilkins";33;"RB";27;185,42;97,975872
"Tory Carter";44;"FB";23;182,88;103,872568
"Treylon Burks";NA;"WR";22;190,5;102,0582
"Dez Fitzpatrick";10;"WR";24;187,96;94,347136
"Cody Hollister";16;"WR";28;193,04;97,975872
"Mason Kinsey";12;"WR";23;177,8;89,811216
"Brandon Lewis";NA;"WR";NA;175,26;79,3786
"Josh Malone";NA;"WR";26;190,5;94,347136
"Racey McMath";81;"WR";22;190,5;98,429464
"Kyle Philips";NA;"WR";NA;180,34;86,636072
"Reggie Roberson Jr";NA;"WR";NA;182,88;90,7184
"Nick Westbrook-Ikhine";15;"WR";25;187,96;95,707912
"Robert Woods";2;"WR";30;182,88;88,45044
"Austin Hooper";81;"TE";27;193,04;115,66596
"Tommy Hudson";89;"TE";25;195,58;115,66596
"Ryan Izzo";83;"TE";26;195,58;115,66596
"Briley Moore-McKinney";49;"TE";24;193,04;108,86208
"Thomas Odukoya";NA;"TE";NA;198,12;119,294696
"Chigoziem Okonkwo";NA;"TE";NA;187,96;110,676448
"Geoff Swaim";87;"TE";28;193,04;117,93392
"Aaron Brewer";62;"C";24;185,42;124,284208
"Ben Jones";60;"C";32;190,5;139,706336
"Daniel Munyer";52;"C";30;185,42;138,34556
"Nate Davis";64;"G";25;190,5;143,335072
"Hayden Howerton";NA;"G";NA;193,04;140,159928
"Corey Levin";61;"G";27;193,04;139,252744
"Xavier Newman-Johnson";NA;"G";NA;187,96;142,88148
"Jordan Roos";70;"G";28;190,5;136,984784
"Christian DiLauro";69;"OT";27;198,12;136,0776
"Derwin Gray";66;"OT";31;193,04;145,14944
"Jamarco Jones";73;"OT";25;193,04;132,902456
"Taylor Lewan";77;"OT";30;200,66;140,159928
"Jalen McKenzie";NA;"OT";NA;195,58;145,14944
"Nicholas Petit-Frere";NA;"OT";22;195,58;142,88148
"Dillon Radunz";75;"OT";24;198,12;136,531192
"Andrew Rupcich";NA;"OT";NA;200,66;138,34556
"David Anenih";NA;"DE";NA;190,5;112,944408
"Denico Autry";96;"DE";31;195,58;129,27372
"Amani Bledsoe";94;"DE";24;193,04;127,00576
"Da'Shawn Hand";78;"DE";26;190,5;134,716824
"Kevin Strong";97;"DE";25;193,04;133,80964
"DeMarcus Walker";55;"DE";27;193,04;127,00576
"Haskell Garrett";NA;"DT";NA;187,96;136,0776
"Naquan Jones";90;"DT";24;190,5;141,974296
"Larrell Murchison";91;"DT";25;187,96;134,716824
"Sam Okuayinonu";NA;"DT";NA;185,42;131,54168
"Jayden Peevy";NA;"DT";NA;198,12;142,88148
"Jeffery Simmons";98;"DT";24;193,04;138,34556
"Teair Tart";93;"DT";25;187,96;137,891968
"Ola Adeniyi";92;"LB";24;185,42;112,490816
"Chance Campbell";NA;"LB";22;187,96;108,86208
"Dylan Cole";53;"LB";28;182,88;107,501304
"Zach Cunningham";41;"LB";27;190,5;104,32616
"Bud Dupree";48;"LB";29;193,04;122,016248
"Jack Gibbens";NA;"LB";NA;193,04;111,13004
"Joe Jones";42;"LB";28;182,88;108,86208
"Harold Landry III";58;"LB";25;187,96;114,305184
"Justin Lawler";NA;"LB";27;193,04;120,20188
"David Long Jr";51;"LB";25;180,34;102,965384
"Monty Rice";56;"LB";23;182,88;105,686936
"Rashad Weaver";99;"LB";24;193,04;117,480328
"Briean Boddy-Calhoun";36;"CB";29;175,26;87,543256
"Caleb Farley";3;"CB";23;187,96;89,357624
"Kristian Fulton";26;"CB";23;180,34;89,357624
"Kenneth George Jr";NA;"CB";NA;180,34;92,079176
"Chris Jackson";NA;"CB";24;177,8;87,543256
"Chris Jones";23;"CB";26;182,88;90,7184
"Greg Mabin";30;"CB";27;187,96;90,7184
"Roger McCreary";NA;"CB";22;182,88;86,18248
"Elijah Molden";24;"CB";23;177,8;87,089664
"Buster Skrine";38;"CB";33;175,26;84,821704
"Tre Swilling";NA;"CB";NA;182,88;88,904032
"Chris Williamson";NA;"CB";25;182,88;92,98636
"Tre Avery";NA;"DB";NA;180,34;86,18248
"A.J. Moore Jr";NA;"DB";26;180,34;90,7184
"Kevin Byard";31;"S";28;180,34;96,161504
"Jamal Carter";25;"S";28;185,42;97,52228
"Shyheim Carter";39;"S";24;182,88;87,996848
"Rodney Clemons";47;"S";25;182,88;94,800728
"Michael Griffin II";NA;"S";NA;182,88;97,52228
"Amani Hooker";37;"S";23;180,34;95,25432
"Theo Jackson";NA;"S";23;187,96;92,079176
"Randy Bullock";14;"PK";32;175,26;95,25432
"Sam Ficken";4;"PK";29;185,42;87,089664
"Caleb Shudak";NA;"PK";24;172,72;80,739376
"Brett Kern";6;"P";36;187,96;97,068688
"Ryan Stonehouse";NA;"P";NA;180,34;83,91452
"Josh Allen";18;"LS";36;193,04;105,686936
"Ben DiNucci";7;"QB";25;190,5;94,800728
"Will Grier";15;"QB";27;185,42;99,79024
"Dak Prescott";4;"QB";28;187,96;107,954896
"Cooper Rush";10;"QB";28;190,5;102,0582
"Malik Davis";NA;"RB";NA;177,8;93,893544
"Rico Dowdle";34;"RB";23;182,88;97,52228
"Ezekiel Elliott";21;"RB";26;182,88;103,418976
"JaQuan Hardy";37;"RB";24;177,8;102,0582
"Ryan Nall";35;"RB";26;187,96;108,86208
"Tony Pollard";20;"RB";25;182,88;94,800728
"Aaron Shampklin";NA;"RB";NA;177,8;81,64656
"Nick Ralston";46;"FB";25;182,88;107,501304
"Noah Brown";85;"WR";26;187,96;102,0582
"Dontario Drummond";NA;"WR";NA;185,42;99,79024
"Simi Fehoko";81;"WR";24;190,5;99,79024
"Ty Fryfogle";NA;"WR";NA;187,96;92,98636
"Michael Gallup";13;"WR";26;185,42;89,811216
"Dennis Houston";NA;"WR";NA;187,96;92,98636
"CeeDee Lamb";88;"WR";23;187,96;85,728888
"Jaquarii Roberson";NA;"WR";NA;185,42;82,553744
"Brandon Smith";80;"WR";23;187,96;99,79024
"Jalen Tolbert";NA;"WR";23;190,5;86,18248
"T.J. Vasher";15;"WR";23;195,58;95,25432
"James Washington";83;"WR";26;180,34;96,615096
"Ian Bunting";49;"TE";26;200,66;115,66596
"Jake Ferguson";NA;"TE";NA;195,58;110,676448
"Peyton Hendershot";NA;"TE";NA;193,04;115,212368
"Sean McKeon";84;"TE";24;195,58;107,954896
"Dalton Schultz";86;"TE";25;195,58;110,676448
"Jeremy Sprinkle";87;"TE";27;195,58;114,305184
"Tyler Biadasz";63;"C";24;190,5;143,335072
"James Empey";NA;"C";NA;193,04;137,438376
"Braylon Jones";62;"C";24;190,5;136,531192
"Alec Lindstrom";NA;"C";NA;190,5;135,170416
"Matt Farniok";68;"G";24;195,58;141,067112
"Zack Martin";70;"G";31;193,04;142,88148
"Connor McGovern";66;"G";24;195,58;139,706336
"Amon Simon";NA;"OL";NA;195,58;124,7378
"Isaac Alarcon";60;"OT";23;200,66;145,14944
"Josh Ball";76;"OT";24;203,2;137,891968
"Aviante Collins";76;"OT";29;193,04;132,448864
"Mitch Hyatt";65;"OT";25;195,58;138,799152
"Tyler Smith";NA;"OT";21;195,58;150,592544
"Tyron Smith";77;"OT";31;195,58;145,14944
"Terence Steele";78;"OT";24;198,12;140,61352
"Matt Waletzko";NA;"OT";NA;200,66;138,34556
"Dorance Armstrong";92;"DE";24;193,04;115,66596
"Tarell Basham";93;"DE";28;193,04;120,655472
"Big Kat Bryant";NA;"DE";23;195,58;111,13004
"Chauncey Golston";59;"DE";24;195,58;121,562656
"DeMarcus Lawrence";90;"DE";30;190,5;120,20188
"Carlos Watkins";91;"DE";28;190,5;138,34556
"Quinton Bohanna";98;"DT";23;193,04;163,29312
"Josiah Bronson";67;"DT";24;190,5;136,0776
"Austin Faoliu";58;"DT";23;190,5;132,448864
"Neville Gallimore";96;"DT";25;187,96;136,984784
"Trysten Hill";72;"DT";24;190,5;139,706336
"Osa Odighizuwa";97;"DT";23;187,96;127,00576
"John Ridgeway";NA;"DT";23;198,12;145,14944
"Francis Bernard";53;"LB";27;185,42;104,32616
"Devante Bond";51;"LB";28;185,42;107,047712
"Damone Clark";NA;"LB";21;190,5;111,13004
"Jabril Cox";14;"LB";24;190,5;105,686936
"Dante Fowler Jr";6;"LB";27;190,5;115,66596
"Luke Gifford";57;"LB";26;190,5;110,222856
"Aaron Hansford";NA;"LB";NA;190,5;108,86208
"Devin Harper";NA;"LB";24;182,88;106,59412
"Storey Jackson";NA;"LB";NA;187,96;102,0582
"Micah Parsons";11;"LB";23;190,5;111,13004
"Mika Tafua";NA;"LB";NA;190,5;113,398
"Leighton Vander Esch";55;"LB";26;193,04;116,119552
"Sam Williams";NA;"LB";23;193,04;120,20188
"DaRon Bland";NA;"CB";NA;185,42;91,625584
"Anthony Brown";30;"CB";28;180,34;88,904032
"Kyron Brown";36;"CB";26;185,42;88,45044
"Trevon Diggs";7;"CB";24;187,96;88,45044
"C.J. Goodwin";29;"CB";32;190,5;86,18248
"Kelvin Joseph";24;"CB";21;185,42;87,089664
"Jourdan Lewis";26;"CB";26;177,8;88,45044
"Isaac Taylor-Stuart";NA;"CB";NA;187,96;90,7184
"Nahshon Wright";25;"CB";23;193,04;83,91452
"Quandre Mosely";NA;"DB";NA;187,96;83,91452
"Markquese Bell";NA;"S";NA;190,5;92,98636
"Tyler Coyle";39;"S";23;185,42;94,800728
"Malik Hooker";28;"S";26;187,96;96,161504
"Jayron Kearse";27;"S";28;193,04;97,52228
"Israel Mukuamu";38;"S";22;193,04;92,98636
"Juanyeh Thomas";NA;"S";NA;190,5;98,429464
"Donovan Wilson";6;"S";27;182,88;92,532768
"Jonathan Garibay";NA;"PK";NA;185,42;97,52228
"Bryan Anger";5;"P";33;190,5;91,625584
"Jake McQuaide";44;"LS";34;187,96;112,037224
"Daniel Jones";8;"QB";25;195,58;100,243832
"Tyrod Taylor";5;"QB";32;185,42;98,429464
"Davis Webb";5;"QB";27;195,58;102,0582
"Saquon Barkley";26;"RB";25;180,34;105,686936
"Matt Breida";NA;"RB";27;177,8;88,45044
"Gary Brightwell";37;"RB";24;180,34;97,52228
